#miRNA	read_count	precursor	total	F01	F02	F03	F01(norm)	F02(norm)	F03(norm)
cpo-miR-376a-3p	0.00	bta-mir-376a	0.00	0	0	0	0	0	0
dno-miR-376a-5p	0.00	bta-mir-376a	0.00	0	0	0	0	0	0
dno-miR-376a-3p	0.00	bta-mir-376a	0.00	0	0	0	0	0	0
ocu-miR-376a-5p	0.00	bta-mir-376a	0.00	0	0	0	0	0	0
ocu-miR-376a-3p	0.00	bta-mir-376a	0.00	0	0	0	0	0	0
hsa-miR-376c-5p	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
hsa-miR-376b-3p	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
mmu-miR-376c-5p	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
rno-miR-376c-5p	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
mml-miR-376b-3p	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
mml-miR-376c-5p	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
ptr-miR-376b	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
cfa-miR-376b	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
cfa-miR-376c	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
bta-miR-376b	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
bta-miR-376c	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
eca-miR-376b	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
ppy-miR-376b	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
ssc-miR-376c	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
oar-miR-376e-5p	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
oar-miR-376b-5p	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
oar-miR-376b-3p	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
ggo-miR-376b	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
chi-miR-376b-5p	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
chi-miR-376b-3p	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
chi-miR-376c-5p	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
chi-miR-376e-5p	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
tch-miR-376b-3p	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
cja-miR-376b	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
pal-miR-376c-5p	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
pal-miR-376b-5p	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
pal-miR-376b-3p	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
cpo-miR-376b-5p	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
cpo-miR-376b-3p	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
dno-miR-376b-5p	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
dno-miR-376b-3p	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
ocu-miR-376c-3p	0.00	bta-mir-376b	0.00	0	0	0	0	0	0
hsa-miR-376c-5p	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
hsa-miR-376c-3p	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
mmu-miR-376c-5p	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
rno-miR-376c-5p	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
mml-miR-376c-5p	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
mml-miR-376c-3p	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
ptr-miR-376c	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
cfa-miR-376c	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
bta-miR-376c	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
eca-miR-376c	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
ppy-miR-376c	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
ssc-miR-376c	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
oar-miR-376e-5p	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
oar-miR-376c-3p	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
oar-miR-376b-5p	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
ggo-miR-376c	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
chi-miR-376b-5p	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
chi-miR-376c-5p	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
chi-miR-376c-3p	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
chi-miR-376e-5p	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
tch-miR-376c-3p	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
pal-miR-376c-5p	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
pal-miR-376b-5p	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
cpo-miR-376b-5p	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
dno-miR-376b-5p	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
ppa-miR-376c	0.00	bta-mir-376c	0.00	0	0	0	0	0	0
bta-miR-376d	0.00	bta-mir-376d	0.00	0	0	0	0	0	0
oar-miR-376d	0.00	bta-mir-376d	0.00	0	0	0	0	0	0
chi-miR-376d	0.00	bta-mir-376d	0.00	0	0	0	0	0	0
pal-miR-376d-5p	0.00	bta-mir-376d	0.00	0	0	0	0	0	0
ocu-miR-376b-3p	0.00	bta-mir-376d	0.00	0	0	0	0	0	0
hsa-miR-376c-5p	0.00	bta-mir-376e	0.00	0	0	0	0	0	0
mmu-miR-376c-5p	0.00	bta-mir-376e	0.00	0	0	0	0	0	0
rno-miR-376c-5p	0.00	bta-mir-376e	0.00	0	0	0	0	0	0
mml-miR-376c-5p	0.00	bta-mir-376e	0.00	0	0	0	0	0	0
cfa-miR-376c	0.00	bta-mir-376e	0.00	0	0	0	0	0	0
bta-miR-376c	0.00	bta-mir-376e	0.00	0	0	0	0	0	0
ssc-miR-376c	0.00	bta-mir-376e	0.00	0	0	0	0	0	0
oar-miR-376e-5p	0.00	bta-mir-376e	0.00	0	0	0	0	0	0
oar-miR-376e-3p	0.00	bta-mir-376e	0.00	0	0	0	0	0	0
oar-miR-376b-5p	0.00	bta-mir-376e	0.00	0	0	0	0	0	0
bta-miR-376e	0.00	bta-mir-376e	0.00	0	0	0	0	0	0
chi-miR-376b-5p	0.00	bta-mir-376e	0.00	0	0	0	0	0	0
chi-miR-376c-5p	0.00	bta-mir-376e	0.00	0	0	0	0	0	0
chi-miR-376e-5p	0.00	bta-mir-376e	0.00	0	0	0	0	0	0
chi-miR-376e-3p	0.00	bta-mir-376e	0.00	0	0	0	0	0	0
pal-miR-376c-5p	0.00	bta-mir-376e	0.00	0	0	0	0	0	0
pal-miR-376b-5p	0.00	bta-mir-376e	0.00	0	0	0	0	0	0
cpo-miR-376b-5p	0.00	bta-mir-376e	0.00	0	0	0	0	0	0
dno-miR-376b-5p	0.00	bta-mir-376e	0.00	0	0	0	0	0	0
ocu-miR-376c-2-3p	0.00	bta-mir-376e	0.00	0	0	0	0	0	0
hsa-miR-377-5p	0.00	bta-mir-377	0.00	0	0	0	0	0	0
hsa-miR-377-3p	0.00	bta-mir-377	0.00	0	0	0	0	0	0
mmu-miR-377-5p	0.00	bta-mir-377	0.00	0	0	0	0	0	0
mmu-miR-377-3p	0.00	bta-mir-377	0.00	0	0	0	0	0	0
rno-miR-377-5p	0.00	bta-mir-377	0.00	0	0	0	0	0	0
rno-miR-377-3p	0.00	bta-mir-377	0.00	0	0	0	0	0	0
mml-miR-377-5p	0.00	bta-mir-377	0.00	0	0	0	0	0	0
mml-miR-377-3p	0.00	bta-mir-377	0.00	0	0	0	0	0	0
ptr-miR-377	0.00	bta-mir-377	0.00	0	0	0	0	0	0
bta-miR-377	0.00	bta-mir-377	0.00	0	0	0	0	0	0
cfa-miR-377	0.00	bta-mir-377	0.00	0	0	0	0	0	0
eca-miR-377	0.00	bta-mir-377	0.00	0	0	0	0	0	0
ppy-miR-377	0.00	bta-mir-377	0.00	0	0	0	0	0	0
cgr-miR-377-5p	0.00	bta-mir-377	0.00	0	0	0	0	0	0
cgr-miR-377-3p	0.00	bta-mir-377	0.00	0	0	0	0	0	0
ggo-miR-377	0.00	bta-mir-377	0.00	0	0	0	0	0	0
chi-miR-377	0.00	bta-mir-377	0.00	0	0	0	0	0	0
cja-miR-377	0.00	bta-mir-377	0.00	0	0	0	0	0	0
pal-miR-377-3p	0.00	bta-mir-377	0.00	0	0	0	0	0	0
cpo-miR-377-5p	0.00	bta-mir-377	0.00	0	0	0	0	0	0
cpo-miR-377-3p	0.00	bta-mir-377	0.00	0	0	0	0	0	0
ocu-miR-377-5p	0.00	bta-mir-377	0.00	0	0	0	0	0	0
ocu-miR-377-3p	0.00	bta-mir-377	0.00	0	0	0	0	0	0
hsa-miR-378a-5p	0.00	bta-mir-378-1	0.00	0	0	0	0	0	0
hsa-miR-378a-3p	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
mmu-miR-378a-5p	0.00	bta-mir-378-1	0.00	0	0	0	0	0	0
mmu-miR-378a-3p	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
rno-miR-378a-5p	0.00	bta-mir-378-1	0.00	0	0	0	0	0	0
rno-miR-378a-3p	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
mml-miR-378a	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
cfa-miR-378	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
ptr-miR-378a	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
bta-miR-378	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
eca-miR-378	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
ssc-miR-378	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
cgr-miR-378-5p	0.00	bta-mir-378-1	0.00	0	0	0	0	0	0
cgr-miR-378-3p	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
ggo-miR-378a	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
ppy-miR-378d	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
efu-miR-378	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
chi-miR-378-5p	0.00	bta-mir-378-1	0.00	0	0	0	0	0	0
chi-miR-378-3p	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
tch-miR-378a-3p	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
pal-miR-378-3p	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
cpo-miR-378-5p	0.00	bta-mir-378-1	0.00	0	0	0	0	0	0
cpo-miR-378-3p	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
dno-miR-378-5p	0.00	bta-mir-378-1	0.00	0	0	0	0	0	0
dno-miR-378-3p	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
ocu-miR-378-5p	0.00	bta-mir-378-1	0.00	0	0	0	0	0	0
ocu-miR-378-3p	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
ppa-miR-378a	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
cja-miR-378	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
nle-miR-378d	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
nle-miR-378a	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
pha-miR-378	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
oga-miR-378	3.00	bta-mir-378-1	3.00	1.00	1.00	1.00	5.03	4.27	5.83
hsa-miR-378a-3p	3.00	bta-mir-378-2	3.00	1.00	1.00	1.00	5.03	4.27	5.83
mmu-miR-378a-3p	3.00	bta-mir-378-2	3.00	1.00	1.00	1.00	5.03	4.27	5.83
rno-miR-378a-3p	3.00	bta-mir-378-2	3.00	1.00	1.00	1.00	5.03	4.27	5.83
mml-miR-378a	3.00	bta-mir-378-2	3.00	1.00	1.00	1.00	5.03	4.27	5.83
cfa-miR-378	3.00	bta-mir-378-2	3.00	1.00	1.00	1.00	5.03	4.27	5.83
ptr-miR-378a	3.00	bta-mir-378-2	3.00	1.00	1.00	1.00	5.03	4.27	5.83
bta-miR-378	3.00	bta-mir-378-2	3.00	1.00	1.00	1.00	5.03	4.27	5.83
eca-miR-378	3.00	bta-mir-378-2	3.00	1.00	1.00	1.00	5.03	4.27	5.83
ssc-miR-378	3.00	bta-mir-378-2	3.00	1.00	1.00	1.00	5.03	4.27	5.83
cgr-miR-378-3p	3.00	bta-mir-378-2	3.00	1.00	1.00	1.00	5.03	4.27	5.83
ppy-miR-378d	3.00	bta-mir-378-2	3.00	1.00	1.00	1.00	5.03	4.27	5.83
chi-miR-378-3p	3.00	bta-mir-378-2	3.00	1.00	1.00	1.00	5.03	4.27	5.83
tch-miR-378a-3p	3.00	bta-mir-378-2	3.00	1.00	1.00	1.00	5.03	4.27	5.83
pal-miR-378-3p	3.00	bta-mir-378-2	3.00	1.00	1.00	1.00	5.03	4.27	5.83
cpo-miR-378-3p	3.00	bta-mir-378-2	3.00	1.00	1.00	1.00	5.03	4.27	5.83
dno-miR-378-3p	3.00	bta-mir-378-2	3.00	1.00	1.00	1.00	5.03	4.27	5.83
ocu-miR-378-3p	3.00	bta-mir-378-2	3.00	1.00	1.00	1.00	5.03	4.27	5.83
ppa-miR-378a	3.00	bta-mir-378-2	3.00	1.00	1.00	1.00	5.03	4.27	5.83
cja-miR-378	3.00	bta-mir-378-2	3.00	1.00	1.00	1.00	5.03	4.27	5.83
nle-miR-378d	3.00	bta-mir-378-2	3.00	1.00	1.00	1.00	5.03	4.27	5.83
nle-miR-378a	3.00	bta-mir-378-2	3.00	1.00	1.00	1.00	5.03	4.27	5.83
pha-miR-378	3.00	bta-mir-378-2	3.00	1.00	1.00	1.00	5.03	4.27	5.83
oga-miR-378	3.00	bta-mir-378-2	3.00	1.00	1.00	1.00	5.03	4.27	5.83
bta-miR-378b	1.00	bta-mir-378b	1.00	0	1.00	0	0	4.27	0
ppy-miR-378d	2.00	bta-mir-378c	2.00	1.00	1.00	0	5.03	4.27	0
bta-miR-378c	2.00	bta-mir-378c	2.00	1.00	1.00	0	5.03	4.27	0
ssc-miR-378b-3p	2.00	bta-mir-378c	2.00	1.00	1.00	0	5.03	4.27	0
nle-miR-378d	2.00	bta-mir-378c	2.00	1.00	1.00	0	5.03	4.27	0
mmu-miR-378b	0.00	bta-mir-378d	0.00	0	0	0	0	0	0
bta-miR-378d	0.00	bta-mir-378d	0.00	0	0	0	0	0	0
hsa-miR-379-5p	0.00	bta-mir-379	0.00	0	0	0	0	0	0
hsa-miR-379-3p	0.00	bta-mir-379	0.00	0	0	0	0	0	0
mmu-miR-379-5p	0.00	bta-mir-379	0.00	0	0	0	0	0	0
mmu-miR-379-3p	0.00	bta-mir-379	0.00	0	0	0	0	0	0
rno-miR-379-5p	0.00	bta-mir-379	0.00	0	0	0	0	0	0
rno-miR-379-3p	0.00	bta-mir-379	0.00	0	0	0	0	0	0
mml-miR-379-5p	0.00	bta-mir-379	0.00	0	0	0	0	0	0
mml-miR-379-3p	0.00	bta-mir-379	0.00	0	0	0	0	0	0
cfa-miR-379	0.00	bta-mir-379	0.00	0	0	0	0	0	0
ptr-miR-379	0.00	bta-mir-379	0.00	0	0	0	0	0	0
bta-miR-379	0.00	bta-mir-379	0.00	0	0	0	0	0	0
eca-miR-379	0.00	bta-mir-379	0.00	0	0	0	0	0	0
ppy-miR-379	0.00	bta-mir-379	0.00	0	0	0	0	0	0
oar-miR-379-5p	0.00	bta-mir-379	0.00	0	0	0	0	0	0
oar-miR-379-3p	0.00	bta-mir-379	0.00	0	0	0	0	0	0
cgr-miR-379	0.00	bta-mir-379	0.00	0	0	0	0	0	0
ggo-miR-379	0.00	bta-mir-379	0.00	0	0	0	0	0	0
efu-miR-379	0.00	bta-mir-379	0.00	0	0	0	0	0	0
chi-miR-379-5p	0.00	bta-mir-379	0.00	0	0	0	0	0	0
chi-miR-379-3p	0.00	bta-mir-379	0.00	0	0	0	0	0	0
cja-miR-379	0.00	bta-mir-379	0.00	0	0	0	0	0	0
pal-miR-379-5p	0.00	bta-mir-379	0.00	0	0	0	0	0	0
pal-miR-379-3p	0.00	bta-mir-379	0.00	0	0	0	0	0	0
cpo-miR-379-5p	0.00	bta-mir-379	0.00	0	0	0	0	0	0
cpo-miR-379-3p	0.00	bta-mir-379	0.00	0	0	0	0	0	0
dno-miR-379-5p	0.00	bta-mir-379	0.00	0	0	0	0	0	0
dno-miR-379-3p	0.00	bta-mir-379	0.00	0	0	0	0	0	0
ocu-miR-379-5p	0.00	bta-mir-379	0.00	0	0	0	0	0	0
ocu-miR-379-3p	0.00	bta-mir-379	0.00	0	0	0	0	0	0
ppa-miR-379	0.00	bta-mir-379	0.00	0	0	0	0	0	0
hsa-miR-380-5p	0.00	bta-mir-380	0.00	0	0	0	0	0	0
mmu-miR-380-5p	0.00	bta-mir-380	0.00	0	0	0	0	0	0
bta-miR-380-5p	0.00	bta-mir-380	0.00	0	0	0	0	0	0
bta-miR-380-3p	0.00	bta-mir-380	0.00	0	0	0	0	0	0
rno-miR-380-5p	0.00	bta-mir-380	0.00	0	0	0	0	0	0
mml-miR-380-5p	0.00	bta-mir-380	0.00	0	0	0	0	0	0
oar-miR-380-3p	0.00	bta-mir-380	0.00	0	0	0	0	0	0
chi-miR-380-3p	0.00	bta-mir-380	0.00	0	0	0	0	0	0
cpo-miR-380-5p	0.00	bta-mir-380	0.00	0	0	0	0	0	0
dno-miR-380-5p	0.00	bta-mir-380	0.00	0	0	0	0	0	0
hsa-miR-381-5p	0.00	bta-mir-381	0.00	0	0	0	0	0	0
hsa-miR-381-3p	0.00	bta-mir-381	0.00	0	0	0	0	0	0
mmu-miR-381-5p	0.00	bta-mir-381	0.00	0	0	0	0	0	0
mmu-miR-381-3p	0.00	bta-mir-381	0.00	0	0	0	0	0	0
rno-miR-381-5p	0.00	bta-mir-381	0.00	0	0	0	0	0	0
rno-miR-381-3p	0.00	bta-mir-381	0.00	0	0	0	0	0	0
mml-miR-381-5p	0.00	bta-mir-381	0.00	0	0	0	0	0	0
mml-miR-381-3p	0.00	bta-mir-381	0.00	0	0	0	0	0	0
ptr-miR-381	0.00	bta-mir-381	0.00	0	0	0	0	0	0
bta-miR-381	0.00	bta-mir-381	0.00	0	0	0	0	0	0
cfa-miR-381	0.00	bta-mir-381	0.00	0	0	0	0	0	0
eca-miR-381	0.00	bta-mir-381	0.00	0	0	0	0	0	0
ppy-miR-381	0.00	bta-mir-381	0.00	0	0	0	0	0	0
ssc-miR-381-5p	0.00	bta-mir-381	0.00	0	0	0	0	0	0
oar-miR-381-5p	0.00	bta-mir-381	0.00	0	0	0	0	0	0
oar-miR-381-3p	0.00	bta-mir-381	0.00	0	0	0	0	0	0
cgr-miR-381	0.00	bta-mir-381	0.00	0	0	0	0	0	0
ggo-miR-381	0.00	bta-mir-381	0.00	0	0	0	0	0	0
efu-miR-381	0.00	bta-mir-381	0.00	0	0	0	0	0	0
chi-miR-381	0.00	bta-mir-381	0.00	0	0	0	0	0	0
tch-miR-381-3p	0.00	bta-mir-381	0.00	0	0	0	0	0	0
cja-miR-381	0.00	bta-mir-381	0.00	0	0	0	0	0	0
pal-miR-381-5p	0.00	bta-mir-381	0.00	0	0	0	0	0	0
pal-miR-381-3p	0.00	bta-mir-381	0.00	0	0	0	0	0	0
cpo-miR-381-5p	0.00	bta-mir-381	0.00	0	0	0	0	0	0
cpo-miR-381-3p	0.00	bta-mir-381	0.00	0	0	0	0	0	0
dno-miR-381-3p	0.00	bta-mir-381	0.00	0	0	0	0	0	0
ocu-miR-381-3p	0.00	bta-mir-381	0.00	0	0	0	0	0	0
ppa-miR-381	0.00	bta-mir-381	0.00	0	0	0	0	0	0
mmr-miR-381	0.00	bta-mir-381	0.00	0	0	0	0	0	0
dma-miR-381	0.00	bta-mir-381	0.00	0	0	0	0	0	0
nle-miR-381	0.00	bta-mir-381	0.00	0	0	0	0	0	0
pha-miR-381	0.00	bta-mir-381	0.00	0	0	0	0	0	0
oga-miR-381	0.00	bta-mir-381	0.00	0	0	0	0	0	0
hsa-miR-382-5p	0.00	bta-mir-382	0.00	0	0	0	0	0	0
hsa-miR-382-3p	1.00	bta-mir-382	1.00	1.00	0	0	5.03	0	0
mmu-miR-382-5p	0.00	bta-mir-382	0.00	0	0	0	0	0	0
mmu-miR-382-3p	1.00	bta-mir-382	1.00	1.00	0	0	5.03	0	0
rno-miR-382-5p	0.00	bta-mir-382	0.00	0	0	0	0	0	0
rno-miR-382-3p	1.00	bta-mir-382	1.00	1.00	0	0	5.03	0	0
mml-miR-382-5p	0.00	bta-mir-382	0.00	0	0	0	0	0	0
mml-miR-382-3p	1.00	bta-mir-382	1.00	1.00	0	0	5.03	0	0
cfa-miR-382	1.00	bta-mir-382	1.00	1.00	0	0	5.03	0	0
ptr-miR-382	0.00	bta-mir-382	0.00	0	0	0	0	0	0
bta-miR-382	0.00	bta-mir-382	0.00	0	0	0	0	0	0
eca-miR-382	0.00	bta-mir-382	0.00	0	0	0	0	0	0
ssc-miR-382	0.00	bta-mir-382	0.00	0	0	0	0	0	0
oar-miR-382-5p	0.00	bta-mir-382	0.00	0	0	0	0	0	0
oar-miR-382-3p	1.00	bta-mir-382	1.00	1.00	0	0	5.03	0	0
cgr-miR-382	0.00	bta-mir-382	0.00	0	0	0	0	0	0
efu-miR-382	1.00	bta-mir-382	1.00	1.00	0	0	5.03	0	0
chi-miR-382-5p	0.00	bta-mir-382	0.00	0	0	0	0	0	0
chi-miR-382-3p	1.00	bta-mir-382	1.00	1.00	0	0	5.03	0	0
cja-miR-382	0.00	bta-mir-382	0.00	0	0	0	0	0	0
pal-miR-382-5p	0.00	bta-mir-382	0.00	0	0	0	0	0	0
pal-miR-382-3p	1.00	bta-mir-382	1.00	1.00	0	0	5.03	0	0
cpo-miR-382-5p	0.00	bta-mir-382	0.00	0	0	0	0	0	0
cpo-miR-382-3p	1.00	bta-mir-382	1.00	1.00	0	0	5.03	0	0
dno-miR-382-5p	0.00	bta-mir-382	0.00	0	0	0	0	0	0
dno-miR-382-3p	1.00	bta-mir-382	1.00	1.00	0	0	5.03	0	0
ocu-miR-382-5p	0.00	bta-mir-382	0.00	0	0	0	0	0	0
ocu-miR-382-3p	1.00	bta-mir-382	1.00	1.00	0	0	5.03	0	0
ppa-miR-382	1.00	bta-mir-382	1.00	1.00	0	0	5.03	0	0
ggo-miR-382	1.00	bta-mir-382	1.00	1.00	0	0	5.03	0	0
hsa-miR-383-5p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
hsa-miR-383-3p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
mmu-miR-383-3p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
rno-miR-383-3p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
gga-miR-383-5p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
gga-miR-383-3p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
xtr-miR-383	0.00	bta-mir-383	0.00	0	0	0	0	0	0
mdo-miR-383-5p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
oan-miR-383-5p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
mml-miR-383	0.00	bta-mir-383	0.00	0	0	0	0	0	0
cfa-miR-383	0.00	bta-mir-383	0.00	0	0	0	0	0	0
ptr-miR-383	0.00	bta-mir-383	0.00	0	0	0	0	0	0
bta-miR-383	0.00	bta-mir-383	0.00	0	0	0	0	0	0
eca-miR-383	0.00	bta-mir-383	0.00	0	0	0	0	0	0
tgu-miR-383-5p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
tgu-miR-383-3p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
ppy-miR-383	0.00	bta-mir-383	0.00	0	0	0	0	0	0
ssc-miR-383	0.00	bta-mir-383	0.00	0	0	0	0	0	0
aca-miR-383-5p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
aca-miR-383-3p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
sha-miR-383	0.00	bta-mir-383	0.00	0	0	0	0	0	0
ggo-miR-383	0.00	bta-mir-383	0.00	0	0	0	0	0	0
efu-miR-383	0.00	bta-mir-383	0.00	0	0	0	0	0	0
cpi-miR-383-5p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
ami-miR-383-5p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
cli-miR-383-5p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
pbv-miR-383-5p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
pbv-miR-383-3p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
chi-miR-383	0.00	bta-mir-383	0.00	0	0	0	0	0	0
oha-miR-383-5p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
oha-miR-383-3p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
cja-miR-383a	0.00	bta-mir-383	0.00	0	0	0	0	0	0
pal-miR-383-5p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
pal-miR-383-3p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
cpo-miR-383-5p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
dno-miR-383-5p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
dno-miR-383-3p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
ocu-miR-383-5p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
ocu-miR-383-3p	0.00	bta-mir-383	0.00	0	0	0	0	0	0
oar-miR-3956-5p	1.00	bta-mir-3956	1.00	0	0	1.00	0	0	5.83
oar-miR-3956-3p	0.00	bta-mir-3956	0.00	0	0	0	0	0	0
bta-miR-3956	1.00	bta-mir-3956	1.00	0	0	1.00	0	0	5.83
oar-miR-3957-3p	0.00	bta-mir-3957	0.00	0	0	0	0	0	0
bta-miR-3957	0.00	bta-mir-3957	0.00	0	0	0	0	0	0
mmu-miR-409-5p	0.00	bta-mir-409a	0.00	0	0	0	0	0	0
mmu-miR-409-3p	1.00	bta-mir-409a	1.00	0	0	1.00	0	0	5.83
hsa-miR-409-5p	0.00	bta-mir-409a	0.00	0	0	0	0	0	0
hsa-miR-409-3p	1.00	bta-mir-409a	1.00	0	0	1.00	0	0	5.83
rno-miR-409a-5p	0.00	bta-mir-409a	0.00	0	0	0	0	0	0
rno-miR-409a-3p	1.00	bta-mir-409a	1.00	0	0	1.00	0	0	5.83
mml-miR-409-5p	0.00	bta-mir-409a	0.00	0	0	0	0	0	0
mml-miR-409-3p	1.00	bta-mir-409a	1.00	0	0	1.00	0	0	5.83
ptr-miR-409	1.00	bta-mir-409a	1.00	0	0	1.00	0	0	5.83
bta-miR-409a	0.00	bta-mir-409a	0.00	0	0	0	0	0	0
eca-miR-409-5p	0.00	bta-mir-409a	0.00	0	0	0	0	0	0
eca-miR-409-3p	1.00	bta-mir-409a	1.00	0	0	1.00	0	0	5.83
ppy-miR-409-5p	0.00	bta-mir-409a	0.00	0	0	0	0	0	0
ppy-miR-409-3p	1.00	bta-mir-409a	1.00	0	0	1.00	0	0	5.83
