#miRNA	read_count	precursor
mmu-miR-411-3p	0	bta-mir-411a
hsa-miR-411-5p	1	bta-mir-411a
hsa-miR-411-3p	0	bta-mir-411a
rno-miR-411-5p	1	bta-mir-411a
rno-miR-411-3p	0	bta-mir-411a
mml-miR-411-5p	1	bta-mir-411a
mml-miR-411-3p	0	bta-mir-411a
cfa-miR-411	1	bta-mir-411a
ptr-miR-411	1	bta-mir-411a
bta-miR-411a	1	bta-mir-411a
eca-miR-411	1	bta-mir-411a
ppy-miR-411	1	bta-mir-411a
ssc-miR-411	0	bta-mir-411a
oar-miR-411a-5p	1	bta-mir-411a
oar-miR-411a-3p	0	bta-mir-411a
ggo-miR-411	1	bta-mir-411a
chi-miR-411a-5p	1	bta-mir-411a
chi-miR-411a-3p	0	bta-mir-411a
tch-miR-411-5p	1	bta-mir-411a
oar-miR-411b-5p	0	bta-mir-411b
oar-miR-411b-3p	0	bta-mir-411b
bta-miR-411b	0	bta-mir-411b
chi-miR-411b-5p	0	bta-mir-411b
chi-miR-411b-3p	0	bta-mir-411b
oar-miR-3959-5p	0	bta-mir-411c
oar-miR-3959-3p	0	bta-mir-411c
bta-miR-411c-5p	0	bta-mir-411c
bta-miR-411c-3p	0	bta-mir-411c
eca-miR-3959	0	bta-mir-411c
chi-miR-3959-5p	0	bta-mir-411c
chi-miR-3959-3p	0	bta-mir-411c
hsa-miR-412-5p	0	bta-mir-412
mml-miR-412-5p	0	bta-mir-412
bta-miR-412	0	bta-mir-412
oar-miR-412-3p	0	bta-mir-412
oar-miR-412-5p	0	bta-mir-412
cgr-miR-412-3p	0	bta-mir-412
efu-miR-412	0	bta-mir-412
chi-miR-412-5p	0	bta-mir-412
chi-miR-412-3p	0	bta-mir-412
rno-miR-421-5p	0	bta-mir-421
rno-miR-421-3p	0	bta-mir-421
hsa-miR-421	0	bta-mir-421
mmu-miR-421-5p	0	bta-mir-421
mmu-miR-421-3p	0	bta-mir-421
mml-miR-421	0	bta-mir-421
cfa-miR-421	0	bta-mir-421
ptr-miR-421	0	bta-mir-421
bta-miR-421	0	bta-mir-421
eca-miR-421	0	bta-mir-421
ppy-miR-421	0	bta-mir-421
ssc-miR-421-5p	0	bta-mir-421
ssc-miR-421-3p	0	bta-mir-421
ggo-miR-421	0	bta-mir-421
chi-miR-421-3p	0	bta-mir-421
hsa-miR-423-5p	4	bta-mir-423
hsa-miR-423-3p	1	bta-mir-423
mmu-miR-423-5p	4	bta-mir-423
mmu-miR-423-3p	1	bta-mir-423
bta-miR-423-5p	4	bta-mir-423
bta-miR-423-3p	1	bta-mir-423
rno-miR-423-5p	4	bta-mir-423
rno-miR-423-3p	1	bta-mir-423
mml-miR-423-5p	4	bta-mir-423
mml-miR-423-3p	1	bta-mir-423
cfa-miR-423a	4	bta-mir-423
ptr-miR-423	1	bta-mir-423
eca-miR-423-5p	4	bta-mir-423
eca-miR-423-3p	1	bta-mir-423
ssc-miR-423-5p	4	bta-mir-423
ssc-miR-423-3p	1	bta-mir-423
ppy-miR-423-5p	4	bta-mir-423
ppy-miR-423-3p	1	bta-mir-423
cgr-miR-423-5p	4	bta-mir-423
cgr-miR-423-3p	1	bta-mir-423
ggo-miR-423	4	bta-mir-423
efu-miR-423	4	bta-mir-423
chi-miR-423-5p	4	bta-mir-423
chi-miR-423-3p	1	bta-mir-423
tch-miR-423-3p	1	bta-mir-423
hsa-miR-424-5p	0	bta-mir-424
hsa-miR-424-3p	0	bta-mir-424
mml-miR-424-5p	0	bta-mir-424
mml-miR-424-3p	0	bta-mir-424
cfa-miR-424	0	bta-mir-424
ptr-miR-424	0	bta-mir-424
bta-miR-424-5p	0	bta-mir-424
bta-miR-424-3p	0	bta-mir-424
eca-miR-424	0	bta-mir-424
ssc-miR-424-5p	0	bta-mir-424
ssc-miR-424-3p	0	bta-mir-424
ppy-miR-424	0	bta-mir-424
ggo-miR-424	0	bta-mir-424
efu-miR-424	0	bta-mir-424
chi-miR-424-5p	0	bta-mir-424
chi-miR-424-3p	0	bta-mir-424
tch-miR-424-5p	0	bta-mir-424
mmu-miR-425-5p	74	bta-mir-425
mmu-miR-425-3p	0	bta-mir-425
hsa-miR-425-5p	74	bta-mir-425
hsa-miR-425-3p	0	bta-mir-425
xtr-miR-425-5p	74	bta-mir-425
bta-miR-425-5p	74	bta-mir-425
bta-miR-425-3p	0	bta-mir-425
mdo-miR-425-5p	74	bta-mir-425
rno-miR-425-5p	74	bta-mir-425
oan-miR-425-5p	74	bta-mir-425
mml-miR-425	74	bta-mir-425
cfa-miR-425	74	bta-mir-425
ptr-miR-425	74	bta-mir-425
ssc-miR-425-5p	74	bta-mir-425
ssc-miR-425-3p	0	bta-mir-425
ppy-miR-425	74	bta-mir-425
cgr-miR-425-5p	74	bta-mir-425
cgr-miR-425-3p	0	bta-mir-425
chi-miR-425-5p	74	bta-mir-425
chi-miR-425-3p	0	bta-mir-425
tch-miR-425-5p	74	bta-mir-425
hsa-miR-4286	0	bta-mir-4286-1
bta-miR-4286	0	bta-mir-4286-1
hsa-miR-4286	0	bta-mir-4286-2
bta-miR-4286	0	bta-mir-4286-2
xla-miR-429	0	bta-mir-429
mmu-miR-429-3p	0	bta-mir-429
rno-miR-429	0	bta-mir-429
cfa-miR-429	0	bta-mir-429
dre-miR-429a	0	bta-mir-429
fru-miR-429	0	bta-mir-429
tni-miR-429	0	bta-mir-429
gga-miR-429-3p	0	bta-mir-429
xtr-miR-429	0	bta-mir-429
oan-miR-429-3p	0	bta-mir-429
mml-miR-429-5p	0	bta-mir-429
bta-miR-429	0	bta-mir-429
mdo-miR-429	0	bta-mir-429
eca-miR-429	0	bta-mir-429
ssc-miR-429	0	bta-mir-429
aca-miR-429-3p	0	bta-mir-429
cgr-miR-429	0	bta-mir-429
ccr-miR-429	0	bta-mir-429
ipu-miR-429a	0	bta-mir-429
ssa-miR-429-3p	0	bta-mir-429
efu-miR-429	0	bta-mir-429
chi-miR-429	0	bta-mir-429
oha-miR-429-3p	0	bta-mir-429
oar-miR-431	0	bta-mir-431
mmu-miR-431-5p	0	bta-mir-431
mmu-miR-431-3p	0	bta-mir-431
hsa-miR-431-5p	0	bta-mir-431
hsa-miR-431-3p	0	bta-mir-431
rno-miR-431	0	bta-mir-431
mml-miR-431	0	bta-mir-431
ptr-miR-431	0	bta-mir-431
bta-miR-431	0	bta-mir-431
eca-miR-431	0	bta-mir-431
ppy-miR-431	0	bta-mir-431
ggo-miR-431	0	bta-mir-431
oar-miR-432	0	bta-mir-432
hsa-miR-432-5p	0	bta-mir-432
hsa-miR-432-3p	0	bta-mir-432
mml-miR-432-5p	0	bta-mir-432
mml-miR-432-3p	0	bta-mir-432
ptr-miR-432	0	bta-mir-432
bta-miR-432	0	bta-mir-432
cfa-miR-432	0	bta-mir-432
eca-miR-432	0	bta-mir-432
ssc-miR-432-5p	0	bta-mir-432
ppy-miR-432	0	bta-mir-432
ggo-miR-432	0	bta-mir-432
chi-miR-432-5p	0	bta-mir-432
chi-miR-432-3p	0	bta-mir-432
tch-miR-432-5p	0	bta-mir-432
mmu-miR-433-3p	0	bta-mir-433
hsa-miR-433-3p	0	bta-mir-433
rno-miR-433-3p	0	bta-mir-433
mml-miR-433-3p	0	bta-mir-433
cfa-miR-433	0	bta-mir-433
ptr-miR-433	0	bta-mir-433
bta-miR-433	0	bta-mir-433
eca-miR-433	0	bta-mir-433
ppy-miR-433	0	bta-mir-433
oar-miR-433-5p	0	bta-mir-433
oar-miR-433-3p	0	bta-mir-433
ggo-miR-433	0	bta-mir-433
chi-miR-433	0	bta-mir-433
hsa-miR-4444	0	bta-mir-4444
bta-miR-4444	0	bta-mir-4444
bta-miR-4449	0	bta-mir-4449
hsa-miR-448	0	bta-mir-448
mmu-miR-448-5p	0	bta-mir-448
mmu-miR-448-3p	0	bta-mir-448
rno-miR-448-5p	0	bta-mir-448
rno-miR-448-3p	0	bta-mir-448
cfa-miR-448	0	bta-mir-448
mml-miR-448	0	bta-mir-448
ptr-miR-448	0	bta-mir-448
bta-miR-448	0	bta-mir-448
eca-miR-448	0	bta-mir-448
ppy-miR-448	0	bta-mir-448
ggo-miR-448	0	bta-mir-448
hsa-miR-449a	29	bta-mir-449a
mmu-miR-449a-5p	29	bta-mir-449a
rno-miR-449a-5p	29	bta-mir-449a
cfa-miR-449a	29	bta-mir-449a
mdo-miR-449a-5p	29	bta-mir-449a
mdo-miR-449a-3p	2	bta-mir-449a
mml-miR-449a-5p	29	bta-mir-449a
bta-miR-449a	29	bta-mir-449a
eca-miR-449a	29	bta-mir-449a
ppy-miR-449a	29	bta-mir-449a
chi-miR-449a-5p	29	bta-mir-449a
chi-miR-449a-3p	2	bta-mir-449a
hsa-miR-449b-5p	0	bta-mir-449b
mml-miR-449b-5p	0	bta-mir-449b
ptr-miR-449b	0	bta-mir-449b
bta-miR-449b	0	bta-mir-449b
ppy-miR-449b	0	bta-mir-449b
chi-miR-449b-5p	0	bta-mir-449b
chi-miR-449b-3p	0	bta-mir-449b
bta-miR-449c	0	bta-mir-449c
chi-miR-449c	0	bta-mir-449c
bta-miR-449d	0	bta-mir-449d
hsa-miR-450a-5p	0	bta-mir-450a-1
mmu-miR-450a-5p	0	bta-mir-450a-1
cfa-miR-450a	0	bta-mir-450a-1
bta-miR-450a	0	bta-mir-450a-1
mml-miR-450a-5p	0	bta-mir-450a-1
ptr-miR-450a	0	bta-mir-450a-1
ssc-miR-450a	0	bta-mir-450a-1
eca-miR-450a	0	bta-mir-450a-1
ppy-miR-450a	0	bta-mir-450a-1
cgr-miR-450a	0	bta-mir-450a-1
ggo-miR-450a	0	bta-mir-450a-1
efu-miR-450	0	bta-mir-450a-1
rno-miR-450b-5p	0	bta-mir-450a-1
chi-miR-450-5p	0	bta-mir-450a-1
tch-miR-450a-5p	0	bta-mir-450a-1
hsa-miR-450a-5p	0	bta-mir-450a-2
mmu-miR-450a-5p	0	bta-mir-450a-2
cfa-miR-450a	0	bta-mir-450a-2
bta-miR-450a	0	bta-mir-450a-2
mml-miR-450a-5p	0	bta-mir-450a-2
ptr-miR-450a	0	bta-mir-450a-2
ssc-miR-450a	0	bta-mir-450a-2
eca-miR-450a	0	bta-mir-450a-2
ppy-miR-450a	0	bta-mir-450a-2
cgr-miR-450a	0	bta-mir-450a-2
ggo-miR-450a	0	bta-mir-450a-2
efu-miR-450	0	bta-mir-450a-2
rno-miR-450b-5p	0	bta-mir-450a-2
chi-miR-450-5p	0	bta-mir-450a-2
chi-miR-450-3p	0	bta-mir-450a-2
tch-miR-450a-5p	0	bta-mir-450a-2
hsa-miR-450b-5p	1	bta-mir-450b
mml-miR-450b-5p	1	bta-mir-450b
cfa-miR-450b	1	bta-mir-450b
eca-miR-450b-5p	1	bta-mir-450b
eca-miR-450b-3p	0	bta-mir-450b
ssc-miR-450b-5p	1	bta-mir-450b
ssc-miR-450b-3p	0	bta-mir-450b
ppy-miR-450b-5p	1	bta-mir-450b
ggo-miR-450b	1	bta-mir-450b
bta-miR-450b	1	bta-mir-450b
chi-miR-450-3p	0	bta-mir-450b
hsa-miR-451a	1	bta-mir-451
mmu-miR-451a	1	bta-mir-451
rno-miR-451-5p	1	bta-mir-451
dre-miR-451	1	bta-mir-451
xtr-miR-451	1	bta-mir-451
gga-miR-451	1	bta-mir-451
oan-miR-451	1	bta-mir-451
mml-miR-451	1	bta-mir-451
ptr-miR-451	1	bta-mir-451
bta-miR-451	1	bta-mir-451
cfa-miR-451	1	bta-mir-451
tgu-miR-451	1	bta-mir-451
ppy-miR-451	1	bta-mir-451
ssc-miR-451	1	bta-mir-451
aca-miR-451-5p	1	bta-mir-451
chi-miR-451-5p	1	bta-mir-451
chi-miR-451-3p	0	bta-mir-451
oha-miR-451-??	1	bta-mir-451
hsa-miR-452-5p	0	bta-mir-452
hsa-miR-452-3p	0	bta-mir-452
mmu-miR-452-5p	0	bta-mir-452
mml-miR-452-5p	0	bta-mir-452
mml-miR-452-3p	0	bta-mir-452
ptr-miR-452	0	bta-mir-452
bta-miR-452	0	bta-mir-452
cfa-miR-452	0	bta-mir-452
ppy-miR-452	0	bta-mir-452
ggo-miR-452	0	bta-mir-452
ssc-miR-452	0	bta-mir-452
efu-miR-452	0	bta-mir-452
rno-miR-452-5p	0	bta-mir-452
rno-miR-452-3p	0	bta-mir-452
hsa-miR-4523	0	bta-mir-4523
bta-miR-4523	0	bta-mir-4523
mml-miR-453	0	bta-mir-453
ptr-miR-453	0	bta-mir-453
bta-miR-453	0	bta-mir-453
hsa-miR-323b-5p	0	bta-mir-453
ppy-miR-453	0	bta-mir-453
mml-miR-323b-5p	0	bta-mir-453
dre-miR-454b	0	bta-mir-454
hsa-miR-454-3p	0	bta-mir-454
oan-miR-454-5p	0	bta-mir-454
oan-miR-454-3p	0	bta-mir-454
gga-miR-454-3p	0	bta-mir-454
mml-miR-454-3p	0	bta-mir-454
ptr-miR-454	0	bta-mir-454
bta-miR-454	0	bta-mir-454
cfa-miR-454	0	bta-mir-454
eca-miR-454	0	bta-mir-454
tgu-miR-454-3p	0	bta-mir-454
aca-miR-454-3p	0	bta-mir-454
sha-miR-454	0	bta-mir-454
ggo-miR-454	0	bta-mir-454
ppy-miR-454	0	bta-mir-454
ccr-miR-454b	0	bta-mir-454
ipu-miR-454b	0	bta-mir-454
chi-miR-454-5p	0	bta-mir-454
chi-miR-454-3p	0	bta-mir-454
dre-miR-455-3p	0	bta-mir-455
hsa-miR-455-5p	0	bta-mir-455
hsa-miR-455-3p	0	bta-mir-455
gga-miR-455-3p	0	bta-mir-455
mmu-miR-455-5p	0	bta-mir-455
bta-miR-455-5p	0	bta-mir-455
bta-miR-455-3p	0	bta-mir-455
rno-miR-455-5p	0	bta-mir-455
mml-miR-455-5p	0	bta-mir-455
mml-miR-455-3p	0	bta-mir-455
cfa-miR-455	0	bta-mir-455
ptr-miR-455	0	bta-mir-455
mdo-miR-455-3p	0	bta-mir-455
ssc-miR-455-5p	0	bta-mir-455
ssc-miR-455-3p	0	bta-mir-455
tgu-miR-455-3p	0	bta-mir-455
ppy-miR-455-5p	0	bta-mir-455
ppy-miR-455-3p	0	bta-mir-455
aca-miR-455-3p	0	bta-mir-455
ola-miR-455-3p	0	bta-mir-455
cgr-miR-455-5p	0	bta-mir-455
ggo-miR-455	0	bta-mir-455
ssa-miR-455-3p	0	bta-mir-455
efu-miR-455	0	bta-mir-455
chi-miR-455-5p	0	bta-mir-455
chi-miR-455-3p	0	bta-mir-455
tch-miR-455-3p	0	bta-mir-455
oha-miR-455-3p	0	bta-mir-455
hsa-miR-4657	0	bta-mir-4657
bta-miR-4657	0	bta-mir-4657
hsa-miR-4680-5p	0	bta-mir-4680
hsa-miR-4680-3p	0	bta-mir-4680
bta-miR-4680	0	bta-mir-4680
hsa-miR-483-3p	0	bta-mir-483
bta-miR-483	0	bta-mir-483
chi-miR-483	0	bta-mir-483
hsa-miR-484	0	bta-mir-484
mmu-miR-484	0	bta-mir-484
bta-miR-484	0	bta-mir-484
rno-miR-484	0	bta-mir-484
mml-miR-484	0	bta-mir-484
ptr-miR-484	0	bta-mir-484
ppy-miR-484	0	bta-mir-484
cgr-miR-484	0	bta-mir-484
ggo-miR-484	0	bta-mir-484
hsa-miR-485-5p	0	bta-mir-485
hsa-miR-485-3p	0	bta-mir-485
mmu-miR-485-5p	0	bta-mir-485
mmu-miR-485-3p	0	bta-mir-485
rno-miR-485-5p	0	bta-mir-485
mml-miR-485-5p	0	bta-mir-485
mml-miR-485-3p	0	bta-mir-485
cfa-miR-485	0	bta-mir-485
ptr-miR-485	0	bta-mir-485
bta-miR-485	0	bta-mir-485
eca-miR-485-5p	0	bta-mir-485
eca-miR-485-3p	0	bta-mir-485
ppy-miR-485-5p	0	bta-mir-485
ppy-miR-485-3p	0	bta-mir-485
oar-miR-485-5p	0	bta-mir-485
oar-miR-485-3p	0	bta-mir-485
ggo-miR-485	0	bta-mir-485
efu-miR-485	0	bta-mir-485
chi-miR-485-5p	0	bta-mir-485
chi-miR-485-3p	0	bta-mir-485
hsa-miR-486-5p	0	bta-mir-486
mmu-miR-486a-5p	0	bta-mir-486
mml-miR-486-5p	0	bta-mir-486
cfa-miR-486	0	bta-mir-486
ptr-miR-486	0	bta-mir-486
bta-miR-486	0	bta-mir-486
eca-miR-486-5p	0	bta-mir-486
ssc-miR-486	0	bta-mir-486
mmu-miR-486b-5p	0	bta-mir-486
ppy-miR-486-5p	0	bta-mir-486
cgr-miR-486-5p	0	bta-mir-486
ggo-miR-486	0	bta-mir-486
rno-miR-486	0	bta-mir-486
hsa-miR-487a-5p	0	bta-mir-487a
hsa-miR-487a-3p	0	bta-mir-487a
bta-miR-487a	0	bta-mir-487a
mml-miR-487a	0	bta-mir-487a
ptr-miR-487a	0	bta-mir-487a
cfa-miR-487a	0	bta-mir-487a
eca-miR-487a	0	bta-mir-487a
ppy-miR-487a	0	bta-mir-487a
oar-miR-487a-3p	0	bta-mir-487a
ggo-miR-487a	0	bta-mir-487a
efu-miR-487	0	bta-mir-487a
chi-miR-487a-3p	0	bta-mir-487a
hsa-miR-487b-5p	0	bta-mir-487b
hsa-miR-487b-3p	0	bta-mir-487b
mmu-miR-487b-3p	0	bta-mir-487b
rno-miR-487b-3p	0	bta-mir-487b
bta-miR-487b	0	bta-mir-487b
mml-miR-487b-5p	0	bta-mir-487b
mml-miR-487b-3p	0	bta-mir-487b
cfa-miR-487b	0	bta-mir-487b
ptr-miR-487b	0	bta-mir-487b
eca-miR-487b	0	bta-mir-487b
ppy-miR-487b	0	bta-mir-487b
ssc-miR-487b	0	bta-mir-487b
oar-miR-487b-5p	0	bta-mir-487b
oar-miR-487b-3p	0	bta-mir-487b
ggo-miR-487b	0	bta-mir-487b
chi-miR-487b-3p	0	bta-mir-487b
hsa-miR-488-5p	0	bta-mir-488
mmu-miR-488-3p	0	bta-mir-488
rno-miR-488-5p	0	bta-mir-488
rno-miR-488-3p	0	bta-mir-488
mml-miR-488-5p	0	bta-mir-488
bta-miR-488	0	bta-mir-488
cfa-miR-488	0	bta-mir-488
ggo-miR-488	0	bta-mir-488
bta-miR-489	0	bta-mir-489
hsa-miR-490-5p	0	bta-mir-490
hsa-miR-490-3p	0	bta-mir-490
gga-miR-490-5p	0	bta-mir-490
gga-miR-490-3p	0	bta-mir-490
mmu-miR-490-5p	0	bta-mir-490
mmu-miR-490-3p	0	bta-mir-490
oan-miR-490-5p	0	bta-mir-490
oan-miR-490-3p	0	bta-mir-490
mml-miR-490-5p	0	bta-mir-490
mml-miR-490-3p	0	bta-mir-490
ptr-miR-490	0	bta-mir-490
bta-miR-490	0	bta-mir-490
cfa-miR-490	0	bta-mir-490
rno-miR-490-5p	0	bta-mir-490
rno-miR-490-3p	0	bta-mir-490
eca-miR-490-5p	0	bta-mir-490
eca-miR-490-3p	0	bta-mir-490
tgu-miR-490-5p	0	bta-mir-490
tgu-miR-490-3p	0	bta-mir-490
ppy-miR-490-5p	0	bta-mir-490
ppy-miR-490-3p	0	bta-mir-490
ssc-miR-490-3p	0	bta-mir-490
aca-miR-490-5p	0	bta-mir-490
aca-miR-490-3p	0	bta-mir-490
ggo-miR-490	0	bta-mir-490
ssc-miR-490	0	bta-mir-490
efu-miR-490	0	bta-mir-490
chi-miR-490	0	bta-mir-490
oha-miR-490-5p	0	bta-mir-490
oha-miR-490-3p	0	bta-mir-490
hsa-miR-491-5p	0	bta-mir-491
hsa-miR-491-3p	0	bta-mir-491
mmu-miR-491-5p	0	bta-mir-491
mmu-miR-491-3p	0	bta-mir-491
mml-miR-491-5p	0	bta-mir-491
mml-miR-491-3p	0	bta-mir-491
cfa-miR-491	0	bta-mir-491
ptr-miR-491	0	bta-mir-491
bta-miR-491	0	bta-mir-491
eca-miR-491-5p	0	bta-mir-491
eca-miR-491-3p	0	bta-mir-491
ppy-miR-491-5p	0	bta-mir-491
ppy-miR-491-3p	0	bta-mir-491
ssc-miR-491	0	bta-mir-491
ggo-miR-491	0	bta-mir-491
chi-miR-491-5p	0	bta-mir-491
chi-miR-491-3p	0	bta-mir-491
tch-miR-491-5p	0	bta-mir-491
hsa-miR-493-5p	0	bta-mir-493
hsa-miR-493-3p	0	bta-mir-493
rno-miR-493-5p	0	bta-mir-493
rno-miR-493-3p	0	bta-mir-493
mmu-miR-493-5p	0	bta-mir-493
mml-miR-493-5p	0	bta-mir-493
mml-miR-493-3p	0	bta-mir-493
cfa-miR-493	0	bta-mir-493
bta-miR-493	0	bta-mir-493
ppy-miR-493	0	bta-mir-493
oar-miR-493-5p	0	bta-mir-493
oar-miR-493-3p	0	bta-mir-493
ggo-miR-493	0	bta-mir-493
ssc-miR-493-5p	0	bta-mir-493
ssc-miR-493-3p	0	bta-mir-493
efu-miR-493	0	bta-mir-493
chi-miR-493-5p	0	bta-mir-493
chi-miR-493-3p	0	bta-mir-493
hsa-miR-494-3p	0	bta-mir-494
mmu-miR-494-3p	0	bta-mir-494
rno-miR-494-3p	0	bta-mir-494
mml-miR-494-3p	0	bta-mir-494
ptr-miR-494	0	bta-mir-494
bta-miR-494	0	bta-mir-494
cfa-miR-494	0	bta-mir-494
eca-miR-494	0	bta-mir-494
ppy-miR-494	0	bta-mir-494
oar-miR-494-5p	0	bta-mir-494
oar-miR-494-3p	0	bta-mir-494
ggo-miR-494	0	bta-mir-494
efu-miR-494	0	bta-mir-494
chi-miR-494	0	bta-mir-494
hsa-miR-495-3p	6	bta-mir-495
mmu-miR-495-3p	6	bta-mir-495
rno-miR-495	6	bta-mir-495
mml-miR-495-3p	6	bta-mir-495
cfa-miR-495	6	bta-mir-495
ptr-miR-495	6	bta-mir-495
bta-miR-495	6	bta-mir-495
eca-miR-495	6	bta-mir-495
ppy-miR-495	6	bta-mir-495
oar-miR-495-3p	6	bta-mir-495
ggo-miR-495	6	bta-mir-495
efu-miR-495	6	bta-mir-495
chi-miR-495-3p	6	bta-mir-495
hsa-miR-496	0	bta-mir-496
mmu-miR-496a-3p	0	bta-mir-496
mml-miR-496	0	bta-mir-496
ptr-miR-496	0	bta-mir-496
bta-miR-496	0	bta-mir-496
cfa-miR-496	0	bta-mir-496
rno-miR-496-5p	0	bta-mir-496
rno-miR-496-3p	0	bta-mir-496
eca-miR-496	0	bta-mir-496
ppy-miR-496	0	bta-mir-496
oar-miR-496-5p	0	bta-mir-496
oar-miR-496-3p	0	bta-mir-496
cgr-miR-496	0	bta-mir-496
ggo-miR-496	0	bta-mir-496
chi-miR-496-5p	0	bta-mir-496
chi-miR-496-3p	0	bta-mir-496
hsa-miR-497-5p	0	bta-mir-497
hsa-miR-497-3p	0	bta-mir-497
rno-miR-497-5p	0	bta-mir-497
rno-miR-497-3p	0	bta-mir-497
mmu-miR-497a-5p	0	bta-mir-497
mmu-miR-497a-3p	0	bta-mir-497
bta-miR-497	0	bta-mir-497
mml-miR-497-5p	0	bta-mir-497
mml-miR-497-3p	0	bta-mir-497
cfa-miR-497	0	bta-mir-497
mdo-miR-497-5p	0	bta-mir-497
mdo-miR-497-3p	0	bta-mir-497
ptr-miR-497	0	bta-mir-497
eca-miR-497	0	bta-mir-497
ssc-miR-497	0	bta-mir-497
ppy-miR-497	0	bta-mir-497
sha-miR-497	0	bta-mir-497
cgr-miR-497-5p	0	bta-mir-497
cgr-miR-497-3p	0	bta-mir-497
ggo-miR-497	0	bta-mir-497
efu-miR-497	0	bta-mir-497
chi-miR-497-5p	0	bta-mir-497
tch-miR-497-5p	0	bta-mir-497
hsa-miR-499a-5p	0	bta-mir-499
hsa-miR-499a-3p	0	bta-mir-499
rno-miR-499-5p	0	bta-mir-499
rno-miR-499-3p	0	bta-mir-499
mmu-miR-499-5p	0	bta-mir-499
mmu-miR-499-3p	0	bta-mir-499
bta-miR-499	0	bta-mir-499
dre-miR-499-5p	0	bta-mir-499
mml-miR-499-5p	0	bta-mir-499
mml-miR-499-3p	0	bta-mir-499
cfa-miR-499	0	bta-mir-499
ptr-miR-499	0	bta-mir-499
mdo-miR-499-5p	0	bta-mir-499
eca-miR-499-5p	0	bta-mir-499
eca-miR-499-3p	0	bta-mir-499
ssc-miR-499-5p	0	bta-mir-499
ssc-miR-499-3p	0	bta-mir-499
ppy-miR-499-5p	0	bta-mir-499
ppy-miR-499-3p	0	bta-mir-499
aca-miR-499-5p	0	bta-mir-499
cgr-miR-499-5p	0	bta-mir-499
cgr-miR-499-3p	0	bta-mir-499
ggo-miR-499a	0	bta-mir-499
ccr-miR-499	0	bta-mir-499
ipu-miR-499	0	bta-mir-499
ssa-miR-499b-5p	0	bta-mir-499
efu-miR-499	0	bta-mir-499
chi-miR-499-5p	0	bta-mir-499
chi-miR-499-3p	0	bta-mir-499
tch-miR-499a-5p	0	bta-mir-499
hsa-miR-500a-5p	0	bta-mir-500
hsa-miR-500a-3p	0	bta-mir-500
mml-miR-500a-5p	0	bta-mir-500
mml-miR-500a-3p	0	bta-mir-500
cfa-miR-500	0	bta-mir-500
ptr-miR-500	0	bta-mir-500
bta-miR-500	0	bta-mir-500
eca-miR-500	0	bta-mir-500
ssc-miR-500	0	bta-mir-500
ppy-miR-500	0	bta-mir-500
hsa-miR-500b-5p	0	bta-mir-500
ggo-miR-502b	0	bta-mir-500
mml-miR-500b-5p	0	bta-mir-500
efu-miR-500	0	bta-mir-500
chi-miR-500-5p	0	bta-mir-500
chi-miR-500-3p	0	bta-mir-500
hsa-miR-502-3p	0	bta-mir-502a-1
mml-miR-502-3p	0	bta-mir-502a-1
cfa-miR-502	0	bta-mir-502a-1
bta-miR-502a	0	bta-mir-502a-1
eca-miR-502-3p	0	bta-mir-502a-1
ppy-miR-501-3p	0	bta-mir-502a-1
ppy-miR-502-3p	0	bta-mir-502a-1
ggo-miR-502a	0	bta-mir-502a-1
hsa-miR-502-3p	0	bta-mir-502a-2
mml-miR-502-3p	0	bta-mir-502a-2
cfa-miR-502	0	bta-mir-502a-2
bta-miR-502a	0	bta-mir-502a-2
eca-miR-502-3p	0	bta-mir-502a-2
ppy-miR-501-3p	0	bta-mir-502a-2
ppy-miR-502-3p	0	bta-mir-502a-2
ggo-miR-502a	0	bta-mir-502a-2
bta-miR-502b	0	bta-mir-502b
chi-miR-502b-5p	0	bta-mir-502b
chi-miR-502b-3p	0	bta-mir-502b
mmu-miR-503-5p	0	bta-mir-503
rno-miR-503-5p	0	bta-mir-503
cfa-miR-503	0	bta-mir-503
ssc-miR-503	0	bta-mir-503
eca-miR-503	0	bta-mir-503
bta-miR-503-5p	0	bta-mir-503
bta-miR-503-3p	0	bta-mir-503
efu-miR-503	0	bta-mir-503
mml-miR-504-3p	0	bta-mir-504
bta-miR-504	0	bta-mir-504
rno-miR-504	0	bta-mir-504
chi-miR-504	0	bta-mir-504
hsa-miR-505-5p	0	bta-mir-505
hsa-miR-505-3p	0	bta-mir-505
rno-miR-505-5p	0	bta-mir-505
rno-miR-505-3p	0	bta-mir-505
mmu-miR-505-5p	0	bta-mir-505
mml-miR-505-5p	0	bta-mir-505
mml-miR-505-3p	0	bta-mir-505
ptr-miR-505	0	bta-mir-505
bta-miR-505	0	bta-mir-505
cfa-miR-505	0	bta-mir-505
eca-miR-505	0	bta-mir-505
ssc-miR-505	0	bta-mir-505
ppy-miR-505	0	bta-mir-505
cgr-miR-505-5p	0	bta-mir-505
cgr-miR-505-3p	0	bta-mir-505
ggo-miR-505	0	bta-mir-505
chi-miR-505-3p	0	bta-mir-505
tch-miR-505-3p	0	bta-mir-505
hsa-miR-532-5p	1	bta-mir-532
hsa-miR-532-3p	0	bta-mir-532
mmu-miR-532-5p	1	bta-mir-532
mmu-miR-532-3p	0	bta-mir-532
bta-miR-532	1	bta-mir-532
rno-miR-532-3p	0	bta-mir-532
mml-miR-532-5p	1	bta-mir-532
